benchmark ID,longest time,final program,intended?,INPLDI?
W144T2,334,"SendKeys //body/main/div/div[3]/div[2]/div[2]/form/div[1]/input Jalisco
 Click //body/main/div/div[3]/div[2]/div[2]/form/div[1]/button
 While true do {
  ForEach v0 in Descendants(, li[@class='ResultList-item ResultList-item--ordered js-location-result']) do {
  ScrapeText <v0>//span[@class='Teaser-pagesName'][1]
  ScrapeText <v0>//address[@class='c-address']
  }
  if valid(//div[@class='Locator-paginationButtons']/button[@class='Locator-paginationNext js-pagination-next']) {
  Click //div[@class='Locator-paginationButtons']/button[@class='Locator-paginationNext js-pagination-next']
  }
 }",TRUE,N
W146T2,326,"ForEach v0 in GetArray(.queries) do {
  SendData //div[@class='d1dlne'][2]/input[@class='Ax4B8 ZAGvjd'] <v0>
  Click //div[@class='mLoZRc']//div[@class='MkjOTb SAq8ff'][1]
  ScrapeText //div[@class='kf1m0'][1]/div[@class='YMlKec fxKbKc']
  GoBack
 }",TRUE,N
W149T2,8,"ForEach v0 in Children(//div[@class='_43bb2516'], div[@class='_1658a9d7 a74c4be5']) do {
  ScrapeText <v0>
 }",TRUE,N
W157T2,184,"ForEach v0 in GetArray(.inputs) do {
  SendData //div[@class='input-field__wrapper'][2]/input[@class='input-field__input js_search-form-input'] <v0>
  Click //div[@class='search-form__container'][2]/button[@class='btn btn--xl btn--red search-form__button js_search-form__button']
  ScrapeText //table[@class='instrument-table js_tab-menu__tab-target js_instrument-table']//td[2]
  ScrapeText //table[@class='instrument-table js_tab-menu__tab-target js_instrument-table']//td[8]
  GoBack
 }",TRUE,N
W158T2,105,"While true do {
  ForEach v0 in Children(//body/main/div/div[1]/div[2]/div[1]/div[6]/div[2]/div[3]/div/div/div[1]/div/table/tbody, tr) do {
  ScrapeText <v0>/td[3]/span[1]
  ScrapeText <v0>/td[2]/div/a
  ScrapeLink <v0>/td[2]/div/a
  ScrapeText <v0>/td[3]/button
  }
  if valid(//div[@class='c-pagination__display'][2]/a[@class='c-link c-link--no-underline c-pagination__link'][1]) {
  Click //div[@class='c-pagination__display'][2]/a[@class='c-link c-link--no-underline c-pagination__link'][1]
  }
 }",TRUE,N
W1T2,742,"SendKeys //body/div[1]/div/header/div[2]/div/div[1]/div[1]/div/form/input iphone 12
 Click //body/div[1]/div/header/div[2]/div/div[1]/div[1]/button
 While true do {
  ForEach v0 in Descendants(, a[@data-sqe='link']) do {
  ScrapeLink <v0>//img[@class='_7DTxhh vc8g9F']
  ScrapeText <v0>//div[@class='ie3A+n bM+7UW Cve6sh']
  ScrapeLink <v0>
  ScrapeText <v0>//div[@class='zGGwiV']
  }
  if valid(//div[@class='shopee-page-controller']/button[@class='shopee-icon-button shopee-icon-button--right ']) {
  Click //div[@class='shopee-page-controller']/button[@class='shopee-icon-button shopee-icon-button--right ']
  }
 }",TRUE,N
W214T1,9,"Click //body/div/div[2]/main/div/div[2]/div/div/div[2]/button[1]
 While true do {
  ScrapeText //body/div/div[2]/main/div/div[2]/div/div/div[1]
  if valid(//div[@class='nw']/button[@class='md but text f24 egenbut'][1]) {
  Click //div[@class='nw']/button[@class='md but text f24 egenbut'][1]
  }
 }",TRUE,N
W232T2,295,"While true do {
  ForEach v0 in Descendants(, div[@class='thumbnail__right text-right']) do {
  ScrapeText <v0>/span[@class='ad__price']
  }
  if valid(//div[@class='btn-group btn-group-justified']/a[@class='btn btn-sm btn-default page-right btn-page-next']) {
  Click //div[@class='btn-group btn-group-justified']/a[@class='btn btn-sm btn-default page-right btn-page-next']
  }
 }",TRUE,N
W252T2,768,"While true do {
  ForEach v0 in Descendants(, div[@class='gallery-card']) do {
  ScrapeText <v0>/a[@class='titlestring']
  ScrapeLink <v0>/a[@class='titlestring']
  }
  if valid(//div[@class='cl-search-paginator'][1]/button[@class='bd-button cl-next-page icon-only']) {
  Click //div[@class='cl-search-paginator'][1]/button[@class='bd-button cl-next-page icon-only']
  }
 }",TRUE,N
W265T2,706,"While true do {
  ForEach v0 in Descendants(, figure[@class='fm5xLZr6E1NLQUhYh_xd']) do {
  Download <v0>//img[@class='BLA_wBUJrga_SkfJ8won']
  }
  if valid(//section[@class='UZ23mQXHPaMaCTdUWHTA']/button[@data-testid='pagination-button-next']) {
  Click //section[@class='UZ23mQXHPaMaCTdUWHTA']/button[@data-testid='pagination-button-next']
  }
 }",TRUE,N
W287T2,1000,"ForEach v0 in GetArray(.search_words) do {
  SendData //div[@class='a4bIc']/textarea[@class='gLFyf'] <v0>
  Click //div[@class='RNNXgb']/button[@class='Tg7LZd']
  ForEach v1 in Descendants(, div[@class='yuRUbf']) do {
  ScrapeLink <v1>/a
  }
 }",TRUE,N
W304T1,425,"ForEach v0 in Descendants(, h2[@class='h2_anime_title']) do {
  Click <v0>/a[@class='link-title']
  ScrapeText //td[@class='va-t ar pl4 pr4'][1]/a
  ScrapeText //td[@class='va-t ar pl4 pr4'][2]/a
  ScrapeText //td[@class='va-t ar pl4 pr4'][3]/a
  ScrapeText //td[@class='va-t ar pl4 pr4'][4]/a
  ScrapeText //td[@class='va-t ar pl4 pr4'][5]/a
  ScrapeText //td[@class='va-t ar pl4 pr4'][6]/a
  ScrapeText //td[@class='va-t ar pl4 pr4'][7]/a
  ScrapeText //td[@class='va-t ar pl4 pr4'][8]/a
  ScrapeText //td[@class='va-t ar pl4 pr4'][9]/a
  ScrapeText //td[@class='va-t ar pl4 pr4'][10]/a
  GoBack
 }",TRUE,N
W307T1,272,"While true do {
  ForEach v0 in Children(//body/div[2]/div/div[2]/div[3]/div[1]/div/div[3]/div, div) do {
  ScrapeText <v0>/div[3]/h3/a
  ForEach v0 in Children(<v0>/div[3]/p[3], a) do {
  ScrapeText <v0>
  }
  }
  if valid(//div[@class='desc'][2]/a) {
  Click //div[@class='desc'][2]/a
  }
 }",TRUE,N
W34T2,789,"SendKeys //body/header/table/tbody/tr/td[5]/form/table/tbody/tr/td[1]/div[1]/div/input[1] toner
 Click //body/header/table/tbody/tr/td[5]/form/table/tbody/tr/td[3]/input
 While true do {
  ForEach v0 in Descendants(, div[@class='s-item__title']) do {
  ScrapeText <v0>/span[@aria-level='3']
  ScrapeLink <v0>/span[@aria-level='3']
  }
  if valid(//nav[@class='pagination']/a[@class='pagination__next icon-link']) {
  Click //nav[@class='pagination']/a[@class='pagination__next icon-link']
  }
 }",TRUE,N
W34T3,712,"SendKeys //body/header/table/tbody/tr/td[5]/form/table/tbody/tr/td[1]/div[1]/div/input[1] toner
 Click //body/header/table/tbody/tr/td[5]/form/table/tbody/tr/td[3]/input
 ForEach v0 in Descendants(, li[@class='s-item s-item__dsa-on-bottom s-item__pl-on-bottom']) do {
  ScrapeText <v0>//span[@aria-level='3']
  ScrapeLink <v0>//span[@aria-level='3']
  Click <v0>//span[@aria-level='3']
  ForEach v0 in Descendants(, div[@class='merch-item-info']) do {
  ScrapeText <v0>/h3[@class='merch-item-title merch-item-title-margin']
  ScrapeText <v0>//div[@class='merch-price']
  }
 }",TRUE,N
W49T2,792,"SendKeys //body/div[1]/div/div[1]/div/div/div[2]/div[2]/div[1]/div/div/div/input coffee maker
 Click //body/div[1]/div/div[1]/div/div/div[2]/div[2]/div[3]/div/a[1]
 While true do {
  ForEach v0 in Descendants(, div[@class='css-5fmc3z']) do {
  ScrapeText <v0>//div[@class='prd_link-product-name css-3um8ox']
  ScrapeText <v0>//div[@class='prd_link-product-price css-1ksb19c']
  }
  if valid(//ul[@class='css-1ni9y5x-unf-pagination-items']//button[@class='css-16uzo3v-unf-pagination-item'][2]) {
  Click //ul[@class='css-1ni9y5x-unf-pagination-items']//button[@class='css-16uzo3v-unf-pagination-item'][2]
  }
 }",TRUE,N
W51T1,637,"Click //body/div[5]/div/div[2]/div/section[1]/div[2]/div[2]/div[1]/div/div[1]/sb-comp/div/div/div[3]/div[5]
 ForEach v0 in Children(//body/div[5]/div/div[2]/div/section[1]/div[2]/div[2]/div[1]/div/div[2]/sb-comp/div, div) do {
  ForEach v0 in Children(<v0>/sb-lazy-render, div) do {
  ScrapeText <v0>/div/div[2]/div[2]/button[1]/div/div[2]/span
  }
 }",TRUE,N
W51T2,30,"ForEach v0 in Descendants(, div[@data-sortindex='1']) do {
  ScrapeText <v0>/div[@class='outcome-pricedecimal drawPriceDecimal']
 }",TRUE,N
W54T2,203,"ForEach v0 in Descendants(, div[@class='Pos(r) D(f)']) do {
  ScrapeText <v0>//h3[@data-test-locator='stream-item-title']
  ScrapeLink <v0>//a[@data-wf-caas-prefetch='1']
 }",TRUE,N
W78T1,11,"ForEach v0 in Descendants(, div[@class='outage box box--border -unplanned']) do {
  ScrapeText <v0>/div[@class='outage__restoration']
 }",TRUE,N
W78T2,59,"ForEach v0 in Children(//body/div[1]/main/div/div/div/div/div/div/div/div/div/div[1]/div/div[2]/div[1]/div[2], div) do {
  ScrapeText <v0>/div[1]
  ScrapeText <v0>/div[2]/div
  ScrapeText <v0>/div[3]/div
  ScrapeText <v0>/div[4]
  ScrapeText <v0>/div[5]
 }",TRUE,N
W87T2,700,"While true do {
  ForEach v0 in Descendants(, article[@class='clearfix']) do {
  ScrapeLink <v0>/a[@class='productListGridItem__link ga-item ga4-track-select_item']
  ScrapeText <v0>//h1
  ScrapeText <v0>//span[@class='addToBasket__unitPriceText'][2]
  }
  if valid(//li[@class='pagination__item pagination__item--next']/a[@title='Next']) {
  Click //li[@class='pagination__item pagination__item--next']/a[@title='Next']
  }
 }",TRUE,N
W8T2,703,"SendKeys //body/div[1]/div[1]/header/div[1]/div[3]/div/form/div[1]/div/div/input iphone 4
 Click //body/div[1]/div[1]/header/div[1]/div[3]/div/form/button
 While true do {
  ForEach v0 in Children(//body/div[1]/div[1]/main/div/div[2]/ul, li) do {
  ScrapeText <v0>/a/div/div[1]/h3
  ScrapeText <v0>/a/div/div[2]/span[1]
  }
  if valid(//li[@class='hz-Breadcrumb'][1]/i[@class='hz-Icon hz-Icon--m hz-Icon--textSecondary hz-SvgIcon hz-SvgIconArrowRight']) {
  Click //li[@class='hz-Breadcrumb'][1]/i[@class='hz-Icon hz-Icon--m hz-Icon--textSecondary hz-SvgIcon hz-SvgIconArrowRight']
  }
 }",TRUE,N
W112T1,0,,FALSE,Y
W156T1,200,"Click //body/div[12]/span[2]
 Click //body/div[12]/div/span[1]
 Click //body/div[13]/span[2]
 Click //body/div[13]/div/span[17]
 Click //body/div[15]/span[2]
 Click //body/div[15]/div/span[1]
 Click //body/div[21]/span[2]
 Click //body/div[21]/div/span[7]
 Click //body/div[22]/span[2]
 Click //body/div[22]/div/span[1]
 Click //body/div[23]/span[4]
 Click //body/div[23]/div/span[1]
 While true do {
  Click //body/div[24]/span[2]
  Click //body/div[24]/div/span[1]
  ScrapeText //body/div[12]/span[2]
  ScrapeText //body/div[13]/span[2]
  ScrapeText //body/div[15]/span[2]
  ScrapeText //body/div[21]/span[2]
  ScrapeText //body/div[22]/span[2]
  ScrapeText //body/div[23]/span[2]
  ScrapeText //body/div[24]/span[2]
  if valid(//tr[@id='priceLine1']//a[@id='notInStockHighPrice']) {
  Click //tr[@id='priceLine1']//a[@id='notInStockHighPrice']
  }
 }",FALSE,Y
W205T1,0,,FALSE,Y
W48T1,1000,"ForEach v0 in Descendants(, tr[@class='match ']) do {
  ScrapeText <v0>//a[1]
  ScrapeText <v0>//a[2]
  ScrapeText <v0>//a[3]
 }
 ForEach v0 in Descendants(, tr[@class='match highlight']) do {
  ForEach v0 in Descendants(<v0>, a) do {
  ScrapeText <v0>
  }
 }
 ForEach v0 in Descendants(//tr[@class='match '][3], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match '][4], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@data-gender='m'][3], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match highlight'][4], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@data-gender='m'][9], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match '][6], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@data-gender='m'][11], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@data-gender='m'][12], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match highlight'][6], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@data-gender='m'][14], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match '][9], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match highlight'][7], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match highlight'][8], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match '][10], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@data-gender='m'][19], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match highlight'][9], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@data-gender='m'][21], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@data-gender='m'][22], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match '][13], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@data-gender='m'][24], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@data-gender='m'][25], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@data-gender='m'][26], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match '][15], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@data-gender='m'][28], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@data-gender='m'][29], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match '][16], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match '][17], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match highlight'][15], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@data-gender='m'][33], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@data-gender='m'][40], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@data-gender='m'][41], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match highlight'][17], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match highlight'][18], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@data-gender='m'][44], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match '][21], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@data-gender='m'][46], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match '][22], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match '][23], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match '][24], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match highlight'][20], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match highlight'][21], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match '][25], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match '][26], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@data-gender='m'][59], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@data-gender='m'][60], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match '][27], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match '][28], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@data-gender='m'][63], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match '][29], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match '][30], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match highlight'][25], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@data-gender='m'][67], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match highlight'][27], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match '][31], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@data-gender='w'][11], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@data-gender='w'][12], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@data-gender='w'][13], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@data-gender='w'][14], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@data-gender='w'][15], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@data-gender='w'][16], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match '][34], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match '][35], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@data-gender='m'][81], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match highlight'][33], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@data-gender='m'][83], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@data-gender='m'][84], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@data-gender='m'][85], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@data-gender='m'][86], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@data-gender='m'][87], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match '][39], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@data-gender='m'][89], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match highlight'][37], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match '][40], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@data-gender='m'][92], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match highlight'][38], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@data-gender='m'][94], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@data-gender='m'][95], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match '][43], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@data-gender='m'][97], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@data-gender='m'][98], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@data-gender='m'][99], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match '][45], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match highlight'][42], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match highlight'][43], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match '][46], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match '][47], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@data-gender='m'][113], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match highlight'][45], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match highlight'][46], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match '][48], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@data-gender='m'][117], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@data-gender='m'][118], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@data-gender='m'][119], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match '][50], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match '][51], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@data-gender='m'][131], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match highlight'][50], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match '][52], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match '][53], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match highlight'][51], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match highlight'][52], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match '][54], a) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match '][55], a) do {
  ScrapeText <v0>
 }
 ScrapeText //body/div[2]/div[1]/div[1]/table/tbody/tr[155]/td[4]/a
 ScrapeText //body/div[2]/div[1]/div[1]/table/tbody/tr[156]/td[2]/a",FALSE,Y
W56T1,46,"ForEach v0 in Descendants(, td[@class='titleColumn']) do {
  Click <v0>/a
  ScrapeText //div[@class='ipc-overflowText ipc-overflowText--pageSection ipc-overflowText--height-short ipc-overflowText--short ipc-overflowText--base']//span[@class='ipc-metadata-list-item__list-content-item']
  GoBack
 }",FALSE,Y
W69T1,515,"ForEach v0 in Descendants(//div[@id='searchResultData'], h2) do {
  ScrapeText <v0>
 }
 Click //body/div[3]/div[4]/section/div[2]/div[2]/div[4]/em[2]
 ForEach v0 in Descendants(//div[@class='ubility-wrap clearfix'][2], h2) do {
  ScrapeText <v0>
 }
 Click //body/div[3]/div[4]/section/div[2]/div[2]/div[4]/em[3]
 ForEach v0 in Descendants(//section[@class='ubility-lhs clearfix'], h2) do {
  ScrapeText <v0>
 }
 Click //body/div[3]/div[4]/section/div[2]/div[2]/div[4]/em[4]
 ForEach v0 in Descendants(//div[@class='inside-rhs main-search-block'], h2) do {
  ScrapeText <v0>
 }
 Click //body/div[3]/div[4]/section/div[2]/div[2]/div[4]/em[5]
 ForEach v0 in Descendants(, header[@class='clearfix']) do {
  ScrapeText <v0>/h2
 }
 Click //body/div[3]/div[4]/section/div[2]/div[2]/div[4]/em[6]
 ForEach v0 in Descendants(//ul[@class='new-joblist'], h2) do {
  ScrapeText <v0>
 }
 Click //body/div[3]/div[4]/section/div[2]/div[2]/div[4]/em[7]
 ForEach v0 in Descendants(//section[@class='ubility-lhs clearfix'], h2) do {
  ScrapeText <v0>
 }
 Click //body/div[3]/div[4]/section/div[2]/div[2]/div[4]/em[8]
 ForEach v0 in Descendants(//ul[@class='new-joblist'], h2) do {
  ScrapeText <v0>
 }
 Click //body/div[3]/div[4]/section/div[2]/div[2]/div[4]/em[9]
 ForEach v0 in Descendants(, header[@class='clearfix']) do {
  ScrapeText <v0>/h2
 }
 Click //body/div[3]/div[4]/section/div[2]/div[2]/div[4]/em[10]
 ForEach v0 in Descendants(//ul[@class='new-joblist'], h2) do {
  ScrapeText <v0>
 }
 Click //body/div[3]/div[4]/section/div[2]/div[2]/div[4]/em[11]
 ForEach v0 in Descendants(, h2) do {
  ScrapeText <v0>
 }
 Click //body/div[3]/div[4]/section/div[2]/div[2]/div[4]/em[3]
 ForEach v0 in Descendants(//div[@id='searchResultData'], h2) do {
  ScrapeText <v0>
 }
 Click //body/div[3]/div[4]/section/div[2]/div[2]/div[4]/em[4]
 ForEach v0 in Descendants(, header[@class='clearfix']) do {
  ScrapeText <v0>/h2
 }
 Click //body/div[3]/div[4]/section/div[2]/div[2]/div[4]/em[5]
 ForEach v0 in Descendants(//section[@class='ubility-lhs clearfix'], h2) do {
  ScrapeText <v0>
 }
 Click //body/div[3]/div[4]/section/div[2]/div[2]/div[4]/em[6]
 ForEach v0 in Descendants(//div[@id='searchResultData'], h2) do {
  ScrapeText <v0>
 }
 Click //body/div[3]/div[4]/section/div[2]/div[2]/div[4]/em[7]
 ForEach v0 in Descendants(//div[@id='searchResultData'], h2) do {
  ScrapeText <v0>
 }
 Click //body/div[3]/div[4]/section/div[2]/div[2]/div[4]/em[8]
 ForEach v0 in Descendants(//div[@id='searchResultData'], h2) do {
  ScrapeText <v0>
 }
 Click //body/div[3]/div[4]/section/div[2]/div[2]/div[4]/em[9]
 ForEach v0 in Descendants(//ul[@class='new-joblist'], h2) do {
  ScrapeText <v0>
 }
 Click //body/div[3]/div[4]/section/div[2]/div[2]/div[4]/em[10]
 ForEach v0 in Descendants(, header[@class='clearfix']) do {
  ScrapeText <v0>/h2
 }
 Click //body/div[3]/div[4]/section/div[2]/div[2]/div[4]/em[11]
 ForEach v0 in Descendants(, header[@class='clearfix']) do {
  ScrapeText <v0>/h2
 }",FALSE,Y
W80T1,22,"ForEach v0 in Descendants(, div[@class='d-flex h-100 flex-column justify-content-between']) do {
  ScrapeText <v0>//div[@class='product-name font-weight-bold']
 }",FALSE,Y
W100T1,1000,"Click //body/aside/div/main/section/div[2]/section/button[2]
 ForEach v0 in Descendants(, h2[@class='TextSubHeading__TextSubHeadingWrapper-sc-1c6hp2-0 jyVhaG styled__StyledTitle-sc-1kpvi4z-8 eFoqBy']) do {
  Click <v0>/a[@class='Link-sc-6wulv7-0 styled__StyledTitleLink-sc-1kpvi4z-10 kWpDHB ilOvgj']
  ScrapeText //body/div[1]/div[1]/div[2]/div[2]/div[1]/div/article/div[1]/div[2]/h1
  ScrapeText //div[@class='BodyCard__StyledCard-sc-15r463q-0 egrzaP']//div[@class='TextBody__TextBodyWrapper-cuv1ht-0 dZxnxn BodyCard__DescriptionPart-sc-15r463q-2 kTIjsw']
  GoBack
 }
 ScrapeText //body/div[1]/div[1]/div[2]/div[2]/div[1]/div/article/div[2]/div[2]/div[3]/div[2]/div",FALSE,N
W10T1,700,"ForEach v0 in GetArray(.name) do {
  SendData //td[@class='styleColumnBody'][3]/input[@name='ctl00$MainContent$txtLastName'] <v0>
  Click //table[@class='MainTable']//input[@name='ctl00$MainContent$btnSearch']
  Click //table[@id='gvSearchResults']//a
  ScrapeText //div[@class='content']/div[@id='ctl00_MainContent_pnlAliases']
  ScrapeText //div[@class='content']/div[@id='ctl00_MainContent_pnlAddress']
  ScrapeText //table[@class='MainTable']//span[2]
  GoBack
 }",FALSE,N
W110T2,1000,"Click //body/div[1]/div/div/main/div/div[3]/div/div[2]/div[2]/div[2]/div/div[1]/div/a
 ScrapeText //body/div[1]/div/div/main/div/section/div[2]/div/div[2]/div[1]/h1
 While true do {
  Click //body/div[1]/div/div/main/div/section/div[2]/div/div[3]/div[2]/div[3]/div/div[2]/div/div/ul/li[1]
  ForEach v0 in Descendants(, td[@class='css-1po606w']) do {
  ScrapeText <v0>/p[@class='chakra-text css-4g4f6p']
  }
  if valid(//div[@aria-modal='true']/button[@aria-label='Close']) {
  Click //div[@aria-modal='true']/button[@aria-label='Close']
  }
 }",FALSE,N
