benchmark ID,longest time,final program,intended?,INPLDI?
W287T2,407,"ForEach v0 in GetArray(.search_words) do {
  SendData //div[@class='a4bIc']/textarea[@class='gLFyf'] <v0>
  Click //div[@class='RNNXgb']/button[@class='Tg7LZd']
  ForEach v1 in Descendants(, div[@class='yuRUbf'], 0) do {
  ScrapeLink <v1>/a
  }
 }",TRUE,N
W304T1,1000,"ForEach v0 in Descendants(, h2[@class='h2_anime_title'], 0) do {
  Click <v0>/a[@class='link-title']
  ScrapeText //td[@class='va-t ar pl4 pr4'][1]/a
  ScrapeText //td[@class='va-t ar pl4 pr4'][2]/a
  ScrapeText //td[@class='va-t ar pl4 pr4'][3]/a
  ScrapeText //td[@class='va-t ar pl4 pr4'][4]/a
  ScrapeText //td[@class='va-t ar pl4 pr4'][5]/a
  ScrapeText //td[@class='va-t ar pl4 pr4'][6]/a
  ScrapeText //td[@class='va-t ar pl4 pr4'][7]/a
  ScrapeText //td[@class='va-t ar pl4 pr4'][8]/a
  ScrapeText //td[@class='va-t ar pl4 pr4'][9]/a
  ScrapeText //td[@class='va-t ar pl4 pr4'][10]/a
  GoBack
 }",TRUE,N
W307T1,763,"While true do {
  ForEach v0 in Children(//body/div[2]/div/div[2]/div[3]/div[1]/div/div[3]/div, div, 0) do {
  ScrapeText <v0>/div[3]/h3/a
  ForEach v0 in Children(<v0>/div[3]/p[3], a, 0) do {
  ScrapeText <v0>
  }
  }
  if valid(//div[@class='desc'][2]/a) {
  Click //div[@class='desc'][2]/a
  }
 }",TRUE,N
W34T2,985,"SendKeys //body/header/table/tbody/tr/td[5]/form/table/tbody/tr/td[1]/div[1]/div/input[1] toner
 Click //body/header/table/tbody/tr/td[5]/form/table/tbody/tr/td[3]/input
 While true do {
  ForEach v0 in Descendants(, div[@class='s-item__title'], 0) do {
  ScrapeText <v0>/span[@aria-level='3']
  ScrapeLink <v0>/span[@aria-level='3']
  }
  if valid(//nav[@class='pagination']/a[@class='pagination__next icon-link']) {
  Click //nav[@class='pagination']/a[@class='pagination__next icon-link']
  }
 }",TRUE,N
W34T3,401,"SendKeys //body/header/table/tbody/tr/td[5]/form/table/tbody/tr/td[1]/div[1]/div/input[1] toner
 Click //body/header/table/tbody/tr/td[5]/form/table/tbody/tr/td[3]/input
 ForEach v0 in Descendants(, div[@class='s-item__title'], 1) do {
  ScrapeText <v0>/span[@aria-level='3']
  ScrapeLink <v0>/span[@aria-level='3']
  Click <v0>/span[@aria-level='3']
  ForEach v0 in Descendants(, div[@class='merch-item-card-container'], 0) do {
  ScrapeText <v0>//h3
  ScrapeText <v0>//div[@class='merch-price']
  }
 }",TRUE,N
W49T2,988,"SendKeys //body/div[1]/div/div[1]/div/div/div[2]/div[2]/div[1]/div/div/div/input coffee maker
 Click //body/div[1]/div/div[1]/div/div/div[2]/div[2]/div[3]/div/a[1]
 While true do {
  ForEach v0 in Descendants(, div[@class='css-5fmc3z'], 0) do {
  ScrapeText <v0>//div[@class='prd_link-product-name css-3um8ox']
  ScrapeText <v0>//div[@class='prd_link-product-price css-1ksb19c']
  }
  if valid(//ul[@class='css-1ni9y5x-unf-pagination-items']//button[@class='css-16uzo3v-unf-pagination-item'][2]) {
  Click //ul[@class='css-1ni9y5x-unf-pagination-items']//button[@class='css-16uzo3v-unf-pagination-item'][2]
  }
 }",TRUE,N
W51T1,270,"Click //body/div[5]/div/div[2]/div/section[1]/div[2]/div[2]/div[1]/div/div[1]/sb-comp/div/div/div[3]/div[5]
 ForEach v0 in Children(//body/div[5]/div/div[2]/div/section[1]/div[2]/div[2]/div[1]/div/div[2]/sb-comp/div, div, 0) do {
  ForEach v0 in Children(<v0>/sb-lazy-render, div, 0) do {
  ScrapeText <v0>/div/div[2]/div[2]/button[1]/div/div[2]/span
  }
 }",TRUE,N
W51T2,30,"ForEach v0 in Descendants(, div[@data-sortindex='1'], 0) do {
  ScrapeText <v0>/div[@class='outcome-pricedecimal drawPriceDecimal']
 }",TRUE,N
W54T2,373,"ForEach v0 in Descendants(, div[@class='Pos(r) D(f)'], 0) do {
  ScrapeText <v0>//h3[@data-test-locator='stream-item-title']
  ScrapeLink <v0>//a[@data-wf-caas-prefetch='1']
 }",TRUE,N
W78T1,11,"ForEach v0 in Descendants(, div[@class='outage box box--border -unplanned'], 0) do {
  ScrapeText <v0>/div[@class='outage__restoration']
 }",TRUE,N
W78T2,49,"ForEach v0 in Children(//body/div[1]/main/div/div/div/div/div/div/div/div/div/div[1]/div/div[2]/div[1]/div[2], div, 0) do {
  ScrapeText <v0>/div[1]
  ScrapeText <v0>/div[2]/div
  ScrapeText <v0>/div[3]/div
  ScrapeText <v0>/div[4]
  ScrapeText <v0>/div[5]
 }",TRUE,N
W87T2,1000,"While true do {
  ForEach v0 in Descendants(, article[@class='clearfix'], 0) do {
  ScrapeLink <v0>/a[@class='productListGridItem__link ga-item ga4-track-select_item']
  ScrapeText <v0>//h1
  ScrapeText <v0>//span[@class='addToBasket__unitPriceText'][2]
  }
  if valid(//li[@class='pagination__item pagination__item--next']/a[@title='Next']) {
  Click //li[@class='pagination__item pagination__item--next']/a[@title='Next']
  }
 }",TRUE,N
W1T1,954,"Click //body/div[2]/div/div/div[2]/div
 SendKeys //body/div[1]/div/div[2]/div[1]/div[2]/div/div[1]/div[1]/div/form/input iphone 12
 Click //body/div[1]/div/div[2]/div[1]/div[2]/div/div[1]/div[1]/button
 ForEach v0 in Descendants(, div[@class='_10Wbs- _5SSWfi UjjMrh'], 0) do {
  Click <v0>
  ScrapeText //body/div[1]/div/div[2]/div[2]/div[2]/div[1]/div[3]/div/div[1]/span
  ScrapeText //div[@class='_193wCc']//div[@class='Ybrg9j']
  ExtractURL
  GoBack
 }
 Click //body/div[1]/div/div[3]/div/div[2]/div[2]/div[3]/div/button[8]
 ForEach v0 in Descendants(, div[@class='_1N6I4W'], 0) do {
  Click <v0>/div[@class='_10Wbs- _5SSWfi UjjMrh']
  ScrapeText //div[@class='attM6y']/span
  ScrapeText //div[@class='flex items-center'][2]/div[@class='Ybrg9j']
  ExtractURL
  GoBack
 }
 Click //body/div[1]/div/div[3]/div/div[2]/div[2]/div[3]/div/button[8]
 ForEach v0 in Descendants(, div[@class='_1N6I4W'], 0) do {
  Click <v0>/div[@class='_10Wbs- _5SSWfi UjjMrh']
  ScrapeText //div[@class='attM6y']/span
  ScrapeText //div[@class='flex items-center'][2]/div[@class='Ybrg9j']
  ExtractURL
  GoBack
 }",FALSE,Y
W112T1,127,"ForEach v0 in Children(//body/div[1]/div/div/div/div[2]/div/div[3]/div/div[2]/div/div[2]/div/div/table/tbody, tr, 2) do {
  ScrapeText <v0>/td[1]
  ScrapeText <v0>/td[4]
 }",FALSE,Y
W133T1,1000,"ScrapeText //body/div[1]/main/section/div[1]/section[1]/section/ol/li[1]/article/div[2]/div[3]/h2
 ForEach v0 in Children(//body/div[1]/main/section/div[1]/section[1]/section/ol, li, 1) do {
  ScrapeText <v0>/article/div[2]/div[2]/h2
 }
 ScrapeText //body/div[1]/main/section/div[1]/section[1]/section/ol/li[12]/article/div[2]/div[3]/h2
 ScrapeText //body/div[1]/main/section/div[1]/section[1]/section/ol/li[13]/article/div[2]/div[2]/h2
 ScrapeText //body/div[1]/main/section/div[1]/section[1]/section/ol/li[14]/article/div[2]/div[3]/h2
 ScrapeText //body/div[1]/main/section/div[1]/section[1]/section/ol/li[15]/article/div[2]/div[2]/h2
 ScrapeText //body/div[1]/main/section/div[1]/section[1]/section/ol/li[16]/article/div[2]/div[2]/h2
 ForEach v0 in Descendants(, article[@data-lv='PremiumPlus'], 0) do {
  ScrapeText <v0>//h2
 }
 ForEach v0 in Descendants(, article[@class='level2 layout-row layout-wrap layout-gt-xs-nowrap adLevel2'], 0) do {
  ScrapeText <v0>//h2[@class='flex-12 ellipses']
 }
 ForEach v0 in Descendants(, article[@data-lv='Premium'], 0) do {
  ScrapeText <v0>//h2[@class='flex-12 ellipses']
 }
 Click //body/div[1]/main/section/div[1]/section[1]/section/nav/ol/li[6]/a
 ForEach v0 in Descendants(, div[@class='copyContainer flex-12 layout-row layout-wrap layout-align-center-center'], 0) do {
  ScrapeText <v0>/h2[@class='flex-12 ellipses']
 }",FALSE,Y
W134T1,1000,"ForEach v0 in Descendants(, strong[@class='product name product-item-name'], 0) do {
  Click <v0>/a[@class='product-item-link ng-binding']
  ScrapeText //div[@class='page-title-wrapper product']/h1[@class='page-title']
  ScrapeText //div[@class='product attribute sku']/div[@class='value']
  ScrapeText //div[@class='product attribute overview']/div[@class='value']
  Download //div[@class='fotorama__stage__frame fotorama__active fotorama_vertical_ratio fotorama__loaded fotorama__loaded--img']/img[@class='fotorama__img magnify-opaque']
  GoBack
 }",FALSE,Y
W156T1,1000,"Click //body/div[12]/span[2]
 Click //body/div[12]/div/span[1]
 Click //body/div[13]/span[2]
 Click //body/div[13]/div/span[17]
 Click //body/div[15]/span[2]
 Click //body/div[15]/div/span[1]
 Click //body/div[21]/span[2]
 Click //body/div[21]/div/span[7]
 Click //body/div[22]/span[2]
 Click //body/div[22]/div/span[1]
 Click //body/div[23]/span[4]
 Click //body/div[23]/div/span[1]
 While true do {
  Click //body/div[24]/span[2]
  Click //body/div[24]/div/span[1]
  ScrapeText //body/div[12]/span[2]
  ScrapeText //body/div[13]/span[2]
  ScrapeText //body/div[15]/span[2]
  ScrapeText //body/div[21]/span[2]
  ScrapeText //body/div[22]/span[2]
  ScrapeText //body/div[23]/span[2]
  ScrapeText //body/div[24]/span[2]
  if valid(//tr[@id='priceLine1']//a[@id='notInStockHighPrice']) {
  Click //tr[@id='priceLine1']//a[@id='notInStockHighPrice']
  }
 }",FALSE,Y
W164T1,1000,"ForEach v0 in Descendants(//div[@aria-hidden='false'], div[@class='dropdown-item'], 0) do {
  Click //div[@class='universal-dropdown dropdown']/button[@aria-haspopup='true']
  Click <v0>
  ForEach v0 in Children(//body/main/div/div[3]/div[2]/div/div/div/div/div/div/div[7]/div/div/div/div/table/tbody, tr, 0) do {
  ScrapeText <v0>/td[1]
  ScrapeText <v0>/td[9]
  }
 }
 ForEach v0 in Descendants(//div[@aria-hidden='false'], div[@class='dropdown-item'], 2) do {
  Click //div[@class='universal-dropdown dropdown']/button[@aria-haspopup='true']
  Click <v0>
  ForEach v0 in Children(//body/main/div/div[3]/div[2]/div/div/div/div/div/div/div[7]/div/div/div/div/table/tbody, tr, 0) do {
  ScrapeText <v0>/td[1]
  ScrapeText <v0>/td[9]
  }
 }",FALSE,Y
W213T1,1000,"ForEach v0 in GetArray(.inputs) do {
  SendData //div[@class='medium-5 columns end form-block'][2]/input[@name='p$lt$ctl01$pageplaceholder$p$lt$ctl02$CPSO_AllDoctorsSearch$txtCPSONumber'] <v0>
  Click //div[@class='search-panel--actions'][1]/input[@name='p$lt$ctl01$pageplaceholder$p$lt$ctl02$CPSO_AllDoctorsSearch$btnSubmit']
  ScrapeText //div[@class='name_cpso_num']/h1[@id='docTitle']
  ScrapeText //div[@class='practice-location']/div[@class='location_details']
  ScrapeText //section[@id='specialties']//td[1]
  ScrapeText //section[@id='specialties']//td[2]
  ScrapeText //section[@id='specialties']//td[3]
  ScrapeText //section[@id='specialties']//td[4]
  ScrapeText //section[@id='specialties']//td[5]
  ScrapeText //section[@id='specialties']//td[6]
  GoBack
 }",FALSE,Y
W253T1,1000,"SendData //body/form/div[6]/div/div[4]/div/div/div[1]/div[3]/div/input search_item[0].from_date
 SendData //body/form/div[6]/div/div[4]/div/div/div[1]/div[4]/div/input search_item[0].to_date
 SendData //body/form/div[6]/div/div[4]/div/div/div[1]/div[5]/div/input search_item[0].grantor
 Click //body/form/div[6]/div/div[4]/div/div/div[2]/div/input[1]
 ForEach v0 in Descendants(, tr[@class='odd'], 0) do {
  ScrapeText <v0>/td[2]
  ScrapeText <v0>/td[3]
 }
 Click //body/form/div[6]/div/div[5]/div/div[2]/div/div/div/div[1]/input[2]
 ForEach v0 in Descendants(, tr[@class='odd'], 0) do {
  ScrapeText <v0>/td[2]
  ScrapeText <v0>/td[3]
 }",FALSE,Y
W274T1,1000,"While true do {
  Click //body/div[2]/table/tbody/tr/td[1]/a
  if valid(//table[@class='schoolDataset']//a[1]) {
  Click //table[@class='schoolDataset']//a[1]
  }
 }
 
 ScrapeText //body/div[3]/table/tbody/tr/td[2]/div/div/h3
 ScrapeText //body/div[3]/table/tbody/tr/td[2]/div/div/table/tbody/tr[1]/td[1]/strong
 ForEach v0 in Descendants(//table[@class='schoolDataset'], a, 1) do {
  GoBack
  Click <v0>
  ScrapeText //body/div[3]/table/tbody/tr/td[2]/div/div/h3
  ScrapeText //table[@class='contentTable']//strong[6]
 }
 GoBack
 ForEach v0 in Descendants(//table[@class='schoolDataset'], a, 1) do {
  GoBack
  Click <v0>
  ForEach v0 in Descendants(//table[@class='schoolDataset'], a, 0) do {
  Click <v0>
  ScrapeText //div[@class='breadcrumb']/h3
  ScrapeText //div[@class='breadcrumb']//strong[1]
  GoBack
  }
 }",FALSE,Y
W34T1,1000,"SendKeys //body/header/table/tbody/tr/td[5]/form/table/tbody/tr/td[1]/div/div/input[1] toner
 Click //body/header/table/tbody/tr/td[5]/form/table/tbody/tr/td[3]/input
 ForEach v0 in Descendants(//ul[@class='srp-results srp-list clearfix'], h3[@class='s-item__title'], 0) do {
  ScrapeText <v0>
  ScrapeLink <v0>
 }
 ScrapeText //body/div[5]/div[4]/div[2]/div[1]/div[2]/ul/li[7]/div/div[2]/a/h3",FALSE,Y
W40T1,1000,"ForEach v0 in Descendants(, li[@class='wall'], 0) do {
  Download <v0>//img[@class='thumb_img']
 }
 Click //body/div[3]/div/div[2]/div/div/div[1]/section/div[3]/div[1]/div[4]/a[2]
 ForEach v0 in Descendants(, img, 2) do {
  Download <v0>
 }
 Click //body/div[3]/div/div[2]/div/div/div[1]/section/div[3]/div[4]/a[5]
 While true do {
  ForEach v0 in Descendants(, div[@class='thumb'], 0) do {
  Download <v0>//img[@class='thumb_img']
  }
  if valid(//div[@class='pagination']/a[6]) {
  Click //div[@class='pagination']/a[6]
  }
 }",FALSE,Y
W48T1,1000,"ForEach v0 in Descendants(, tr[@class='match '], 0) do {
  ScrapeText <v0>//a[1]
  ScrapeText <v0>//a[2]
  ScrapeText <v0>//a[3]
 }
 ForEach v0 in Descendants(, tr[@class='match highlight'], 0) do {
  ForEach v0 in Descendants(<v0>, a, 0) do {
  ScrapeText <v0>
  }
 }
 ForEach v0 in Descendants(, tr[@data-gender='m'], 0) do {
  ScrapeText <v0>//a[1]
  ScrapeText <v0>//a[2]
  ScrapeText <v0>//a[3]
 }
 ForEach v0 in Descendants(//tr[@class='match '][5], a, 0) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match '][6], a, 0) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match '][7], a, 0) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match highlight'][5], a, 0) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match highlight'][6], a, 0) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match '][8], a, 0) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match '][9], a, 0) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match highlight'][7], a, 0) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match highlight'][8], a, 0) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match '][10], a, 0) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match '][11], a, 0) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match highlight'][9], a, 0) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match highlight'][10], a, 0) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match '][12], a, 0) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match '][13], a, 0) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match highlight'][11], a, 0) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match highlight'][12], a, 0) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match '][14], a, 0) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match '][15], a, 0) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match highlight'][13], a, 0) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match highlight'][14], a, 0) do {
  ScrapeText <v0>
 }
 ForEach v0 in Descendants(//tr[@class='match '][16], a, 0) do {
  ScrapeText <v0>
 }",FALSE,Y
W53T1,123,,FALSE,Y
W56T1,1000,"ForEach v0 in Descendants(, td[@class='titleColumn'], 0) do {
  Click <v0>/a
  ScrapeText //div[@class='ipc-overflowText ipc-overflowText--pageSection ipc-overflowText--height-short ipc-overflowText--short ipc-overflowText--base']//span[@class='ipc-metadata-list-item__list-content-item']
  GoBack
 }",FALSE,Y
W80T1,1000,"ForEach v0 in Descendants(, div[@class='d-flex h-100 flex-column justify-content-between'], 0) do {
  ScrapeText <v0>//div[@class='product-name font-weight-bold']
 }",FALSE,Y
W100T1,1000,"Click //body/aside/div/main/section/div[2]/section/button[2]
 ForEach v0 in Descendants(, h2[@class='TextSubHeading__TextSubHeadingWrapper-sc-1c6hp2-0 jyVhaG styled__StyledTitle-sc-1kpvi4z-8 eFoqBy'], 0) do {
  Click <v0>/a[@class='Link-sc-6wulv7-0 styled__StyledTitleLink-sc-1kpvi4z-10 kWpDHB ilOvgj']
  ScrapeText //body/div[1]/div[1]/div[2]/div[2]/div[1]/div/article/div[1]/div[2]/h1
  ScrapeText //div[@class='BodyCard__StyledCard-sc-15r463q-0 egrzaP']//div[@class='TextBody__TextBodyWrapper-cuv1ht-0 dZxnxn BodyCard__DescriptionPart-sc-15r463q-2 kTIjsw']
  GoBack
 }
 ScrapeText //body/div[1]/div[1]/div[2]/div[2]/div[1]/div/article/div[2]/div[2]/div[3]/div[2]/div",FALSE,N
W10T1,1000,"SendData //body/form/div[3]/div/div/div[3]/div/div/div/div[2]/table/tbody/tr[2]/td[3]/input name[0]
 Click //body/form/div[3]/div/div/div[3]/div/div/div/div[2]/table/tbody/tr[5]/td[5]/input[1]
 Click //body/form/div[3]/div/div/div[3]/div/div/div/div[4]/div[2]/div/table/tbody/tr/td[1]/a
 ForEach v0 in Children(//div[@class='content'], div[@class='Panel'], 1) do {
  ScrapeText <v0>
 }
 ScrapeText //body/form/div[3]/div/div/div[3]/div/div/div/div[2]/table/tbody/tr[1]/td[2]/span
 GoBack
 SendData //body/form/div[3]/div/div/div[3]/div/div/div/div[2]/table/tbody/tr[2]/td[3]/input name[1]
 Click //body/form/div[3]/div/div/div[3]/div/div/div/div[2]/table/tbody/tr[5]/td[5]/input[1]
 Click //body/form/div[3]/div/div/div[3]/div/div/div/div[4]/div[2]/div/table/tbody/tr/td[1]/a
 ForEach v0 in Children(//div[@class='content'], div[@class='Panel'], 2) do {
  ScrapeText <v0>
 }
 ScrapeText //body/form/div[3]/div/div/div[3]/div/div/div/div[2]/table/tbody/tr[1]/td[2]/span
 GoBack
 SendData //body/form/div[3]/div/div/div[3]/div/div/div/div[2]/table/tbody/tr[2]/td[3]/input name[2]
 Click //body/form/div[3]/div/div/div[3]/div/div/div/div[2]/table/tbody/tr[5]/td[5]/input[1]
 Click //body/form/div[3]/div/div/div[3]/div/div/div/div[4]/div[2]/div/table/tbody/tr/td[1]/a
 ForEach v0 in Descendants(//div[@class='groupedContent'], div[@class='Panel'], 1) do {
  ScrapeText <v0>
 }
 ScrapeText //body/form/div[3]/div/div/div[3]/div/div/div/div[2]/table/tbody/tr[1]/td[2]/span
 GoBack
 SendData //body/form/div[3]/div/div/div[3]/div/div/div/div[2]/table/tbody/tr[2]/td[3]/input name[3]
 Click //body/form/div[3]/div/div/div[3]/div/div/div/div[2]/table/tbody/tr[5]/td[5]/input[1]
 ForEach v0 in Descendants(//table[@id='gvSearchResults'], a, 0) do {
  Click <v0>
  ScrapeText //div[@class='content']/div[@id='ctl00_MainContent_pnlAliases']
  ScrapeText //div[@class='content']/div[@id='ctl00_MainContent_pnlAddress']
  ScrapeText //table[@class='MainTable']//span[@id='ctl00_MainContent_lblType']
  GoBack
 }",FALSE,N
W110T2,1000,"Click //body/div[1]/div/div/main/div/div[3]/div/div[2]/div[2]/div[2]/div/div[1]/div/a
 ScrapeText //body/div[1]/div/div/main/div/section/div[2]/div/div[2]/div[1]/h1
 While true do {
  Click //body/div[1]/div/div/main/div/section/div[2]/div/div[3]/div[2]/div[3]/div/div[2]/div/div/ul/li[1]
  ForEach v0 in Descendants(, td[@class='css-1po606w'], 0) do {
  ScrapeText <v0>/p[@class='chakra-text css-4g4f6p']
  }
  if valid(//div[@aria-modal='true']/button[@aria-label='Close']) {
  Click //div[@aria-modal='true']/button[@aria-label='Close']
  }
 }",FALSE,N
W110T3,1000,"Click //body/div/div/main/div[1]/div[2]/div/div[1]/div[1]
 ScrapeText //body/div[1]/div/main/div/div[2]/footer/div[1]/div[1]
 ScrapeText //body/div[1]/div/main/div/div[2]/footer/div[1]/div[1]/div/div/h1
 ForEach v0 in Descendants(, li[@class='ProductBreadcrumbs__ListItem-sc-1xjrw34-0 hXYhzN'], 0) do {
  ScrapeText <v0>/a[@data-qa='product_breadcrumb']
  ScrapeLink <v0>/a[@data-qa='product_breadcrumb']
 }
 Click //body/div[1]/div/main/div/div[2]/footer/div[1]/div[3]/li[3]/div/button
 ForEach v0 in Children(//div[@class='GridTable__Table-sc-594s5n-0 gyCwQI PricingActivityWindowList__Table-sc-cyizog-4 iKufat'], div[@class='GridTable__Data-sc-594s5n-2 ioyMLj'], 0) do {
  ScrapeText <v0>
 }",FALSE,N
W117T1,1000,"ForEach v0 in Children(//div[@class='Calendar--gridWrapper--1oa1f'], button[@data-testid='ctaButton'], 0) do {
  Click <v0>
  ForEach v0 in Descendants(//div[@class='DaypartDetails--Content--hJ52O DaypartDetails--contentGrid--1SWty'], span[@data-testid='TemperatureValue'], 0) do {
  ScrapeText <v0>
  }
 }
 ForEach v0 in Descendants(//div[@class='DaypartDetails--Content--hJ52O DaypartDetails--contentGrid--1SWty'], span[@data-testid='TemperatureValue'], 0) do {
  ScrapeText <v0>
 }
 ForEach v0 in Children(//div[@class='Calendar--gridWrapper--1oa1f'], button[@class='CalendarDateCell--dayCell--2s4Tp Button--default--3zkvy'], 2) do {
  Click <v0>
  ForEach v0 in Descendants(//div[@class='DaypartDetails--Content--hJ52O DaypartDetails--contentGrid--1SWty'], span[@data-testid='TemperatureValue'], 0) do {
  ScrapeText <v0>
  }
 }
 Click //body/div[1]/main/div[2]/main/div[1]/section/div[3]/button[15]
 ForEach v0 in Descendants(//div[@class='DaypartDetails--Content--hJ52O DaypartDetails--contentGrid--1SWty'], span[@data-testid='TemperatureValue'], 0) do {
  ScrapeText <v0>
 }
 Click //body/div[1]/main/div[2]/main/div[1]/section/div[3]/button[16]
 ForEach v0 in Descendants(//div[@class='DaypartDetails--Content--hJ52O DaypartDetails--contentGrid--1SWty'], span[@data-testid='TemperatureValue'], 0) do {
  ScrapeText <v0>
 }
 Click //body/div[1]/main/div[2]/main/div[1]/section/div[3]/button[17]
 ForEach v0 in Descendants(//div[@class='DaypartDetails--Content--hJ52O DaypartDetails--contentGrid--1SWty'], span[@data-testid='TemperatureValue'], 0) do {
  ScrapeText <v0>
 }
 Click //body/div[1]/main/div[2]/main/div[1]/section/div[3]/button[18]
 ForEach v0 in Descendants(//div[@class='DaypartDetails--Content--hJ52O DaypartDetails--contentGrid--1SWty'], span[@data-testid='TemperatureValue'], 0) do {
  ScrapeText <v0>
 }
 Click //body/div[1]/main/div[2]/main/div[1]/section/div[3]/button[19]
 ForEach v0 in Descendants(//div[@class='DaypartDetails--Content--hJ52O DaypartDetails--contentGrid--1SWty'], span[@data-testid='TemperatureValue'], 0) do {
  ScrapeText <v0>
 }
 Click //body/div[1]/main/div[2]/main/div[1]/section/div[3]/button[20]
 ForEach v0 in Descendants(//div[@class='DaypartDetails--Content--hJ52O DaypartDetails--contentGrid--1SWty'], span[@data-testid='TemperatureValue'], 0) do {
  ScrapeText <v0>
 }
 Click //body/div[1]/main/div[2]/main/div[1]/section/div[3]/button[21]
 While true do {
  ForEach v0 in Descendants(//div[@class='DaypartDetails--Content--hJ52O DaypartDetails--contentGrid--1SWty'], span[@data-testid='TemperatureValue'], 0) do {
  ScrapeText <v0>
  }
  if valid(//section[@class='card Card--card--HiWPW Calendar--Card--1ABHH']//button[26]) {
  Click //section[@class='card Card--card--HiWPW Calendar--Card--1ABHH']//button[26]
  }
 }",FALSE,N
W120T1,141,,FALSE,N
W124T1,1000,"SendData //body/div/div/div/div/div/div/div[2]/div[3]/div[1]/form/div/div/fieldset[1]/div[1]/div/input[1] from_to_pair[0].from
 SendData //body/div/div/div/div/div/div/div[2]/div[3]/div[1]/form/div/div/fieldset[1]/div[2]/div/input[1] from_to_pair[0].to
 Click //body/div/div/div/div/div/div/div[2]/div[3]/div[1]/form/div/div/fieldset[6]/input
 ForEach v0 in Descendants(, div[@class='inputRow'], 0) do {
  ScrapeText <v0>/strong
 }
 ScrapeText //body/div/div/div/div/div/div/div[2]/div[3]/div/form/div/div[2]/div[1]/div[2]/ul/li/input
 ForEach v0 in Children(//body/div/div/div/div/div/div/div[2]/div[3]/div/form/div/div[2]/div[1]/div[4]/div/div/div/div/table/tbody, tr, 0) do {
  ScrapeText <v0>/td[1]
  ScrapeText <v0>/td[3]
 }",FALSE,N
W12T1,1000,"ForEach v0 in Descendants(, div[@class='lister__item__image productView'], 0) do {
  Click <v0>/a
  Click //div[@class='chakra-form-control css-1kxonj9']/div
  ScrapeText //p[@class='chakra-text css-0'][1]/span[@class='chakra-text css-1vg6q84']
  ScrapeText //p[@class='chakra-text css-0'][2]/span[@class='chakra-text css-1vg6q84']
  ScrapeText //p[@class='chakra-text css-0'][3]/span[@class='chakra-text css-1vg6q84']
  ScrapeText //p[@class='chakra-text css-0'][4]/span[@class='chakra-text css-1vg6q84']
  ScrapeText //p[@class='chakra-text css-0'][5]/span[@class='chakra-text css-1vg6q84']
  ScrapeText //p[@class='chakra-text css-0'][6]/span[@class='chakra-text css-1vg6q84']
  ScrapeText //p[@class='chakra-text css-0'][7]/span[@class='chakra-text css-1vg6q84']
  ScrapeText //p[@class='chakra-text css-0'][8]/span[@class='chakra-text css-1vg6q84']
  ScrapeText //p[@class='chakra-text css-0'][9]/span[@class='chakra-text css-1vg6q84']
  GoBack
 }
 Click //body/div[4]/div[4]/div[1]/div[3]/div[6]/ul/li[4]/div/div/a
 Click //body/div[1]/div/div[8]/div[3]/div/div[1]/div/div/div
 ForEach v0 in Descendants(, p[@class='chakra-text css-0'], 0) do {
  ScrapeText <v0>/span[1]
 }
 GoBack
 Click //body/div[4]/div[4]/div[1]/div[3]/div[6]/ul/li[5]/div/div/a
 GoBack
 Click //body/div[4]/div[4]/div[1]/div[3]/div[6]/ul/li[6]/div/div/a
 Click //body/div[1]/div/div[8]/div[3]/div/div[1]/div/div/div
 While true do {
  ForEach v0 in Descendants(//div[@class='css-1awowa0'][2], span[@class='chakra-text css-1vg6q84'], 0) do {
  ScrapeText <v0>
  }
  GoBack
  Click //body/div[4]/div[4]/div[1]/div[3]/div[6]/ul/li[7]/div/div/a
  if valid(//div[@class='chakra-form-control css-1kxonj9']/div[@class='css-79elbk']) {
  Click //div[@class='chakra-form-control css-1kxonj9']/div[@class='css-79elbk']
  }
 }",FALSE,N
